PLAYER,POS,AGE,TEAM,G,GS,MP,FG_per_game,FGA_per_game,FG%,3P_per_game,3PA_per_game,3P%,2P_per_game,2PA_per_game,2P%,EFG%_per_game,FT_per_game,FTA_per_game,FT%,ORB_per_game,DRB_per_game,TRB_per_game,AST_per_game,STL_per_game,BLK_per_game,TOV_per_game,PF_per_game,PTS_per_game,SEASON,FG_per_36min,FGA_per_36min,3P_per_36min,3PA_per_36min,2P_per_36min,2PA_per_36min,FT_per_36min,FTA_per_36min,ORB_per_36min,DRB_per_36min,TRB_per_36min,AST_per_36min,STL_per_36min,BLK_per_36min,TOV_per_36min,PF_per_36min,PTS_per_36min,FG_per_100poss,FGA_per_100poss,3P_per_100poss,3PA_per_100poss,2P_per_100poss,2PA_per_100poss,FT_per_100poss,FTA_per_100poss,ORB_per_100poss,DRB_per_100poss,TRB_per_100poss,AST_per_100poss,STL_per_100poss,BLK_per_100poss,TOV_per_100poss,PF_per_100poss,PTS_per_100poss,ORTG_per_100poss,DRTG_per_100poss,PER_advanced,TS%_advanced,3PAR_advanced,FTR_advanced,ORB%_advanced,DRB%_advanced,TRB%_advanced,AST%_advanced,STL%_advanced,BLK%_advanced,TOV%_advanced,USG%_advanced,OWS_advanced,DWS_advanced,WS_advanced,WS/48_advanced,OBPM_advanced,DBPM_advanced,BPM_advanced,VORP_advanced,W,L,W/L%,GB,PW,PL,PS/G,PA/G,CONF,CONF_RANK
JoeIngles,SF,33,UTA,18,2,25.0,3.7,7.4,.504,2.2,4.9,.438,1.6,2.4,.636,.650,0.6,0.7,.846,0.4,2.8,3.3,4.2,0.4,0.2,1.5,1.9,10.2,2021,5.4,10.6,3.1,7.1,2.2,3.5,0.9,1.0,0.6,4.1,4.7,6.1,0.6,0.2,2.2,2.7,14.7,7.3,14.5,4.2,9.7,3.0,4.8,1.2,1.4,0.9,5.5,6.4,8.3,0.8,0.3,2.9,3.7,20.0,129,111,15.1,.663,.669,.098,1.9,11.4,6.9,24.3,0.8,0.5,16.3,15.8,1.1,0.5,1.6,.173,2.3,0.6,2.9,0.6,17,5,0.47200000000000003,0.0,27,9,69.5,64.5,WESTERN_CONF,1
DonovanMitchell,SG,24,UTA,20,20,33.1,8.0,18.6,.430,3.4,8.4,.407,4.6,10.3,.449,.522,3.6,4.4,.828,1.0,3.3,4.2,4.6,0.8,0.4,3.0,1.9,23.0,2021,8.7,20.2,3.7,9.1,5.0,11.1,3.9,4.7,1.0,3.5,4.6,5.0,0.9,0.4,3.3,2.1,25.0,11.8,27.5,5.0,12.3,6.8,15.2,5.3,6.4,1.4,4.8,6.2,6.8,1.2,0.5,4.4,2.8,34.0,111,110,18.1,.561,.449,.234,3.1,9.9,6.7,23.1,1.2,0.8,12.8,30.6,1.0,0.8,1.8,.129,2.2,-1.5,0.8,0.5,17,5,0.47200000000000003,0.0,27,9,69.5,64.5,WESTERN_CONF,1
JuwanMorgan,PF,23,UTA,10,0,6.0,0.6,1.3,.462,0.3,0.9,.333,0.3,0.4,.750,.577,0.0,0.1,.000,0.3,1.0,1.3,0.3,0.3,0.0,0.2,1.0,1.5,2021,3.6,7.8,1.8,5.4,1.8,2.4,0.0,0.6,1.8,6.0,7.8,1.8,1.8,0.0,1.2,6.0,9.0,4.9,10.6,2.4,7.3,2.4,3.3,0.0,0.8,2.4,8.2,10.6,2.4,2.4,0.0,1.6,8.2,12.2,113,106,9.0,.558,.692,.077,5.5,16.7,11.4,6.7,2.4,0.0,13.0,11.1,0.0,0.1,0.1,.113,-3.3,2.1,-1.2,0.0,17,5,0.47200000000000003,0.0,27,9,69.5,64.5,WESTERN_CONF,1
GeorgesNiang,PF,27,UTA,22,0,12.3,1.7,4.5,.378,0.9,2.9,.313,0.8,1.5,.500,.480,0.1,0.1,1.000,0.3,2.0,2.2,0.6,0.3,0.1,0.7,1.5,4.4,2021,4.9,13.1,2.7,8.5,2.3,4.5,0.4,0.4,0.8,5.7,6.5,1.9,0.9,0.3,2.1,4.3,12.9,6.7,17.8,3.6,11.6,3.1,6.2,0.5,0.5,1.1,7.8,8.9,2.5,1.3,0.4,2.9,5.8,17.6,94,108,6.8,.488,.653,.031,2.4,16.0,9.5,7.3,1.3,0.6,13.9,18.4,-0.2,0.4,0.1,.026,-4.6,-0.4,-5.1,-0.2,17,5,0.47200000000000003,0.0,27,9,69.5,64.5,WESTERN_CONF,1
RoyceONeale,SF,27,UTA,22,22,31.9,2.7,5.6,.480,1.8,3.9,.453,0.9,1.7,.541,.638,0.8,1.0,.810,1.1,5.9,7.0,2.3,0.7,0.6,1.0,2.6,7.9,2021,3.0,6.3,2.0,4.4,1.0,1.9,0.9,1.1,1.3,6.7,7.9,2.6,0.8,0.7,1.2,3.0,8.9,4.1,8.6,2.7,6.0,1.4,2.6,1.2,1.5,1.7,9.1,10.8,3.6,1.1,1.0,1.6,4.0,12.1,129,107,11.4,.658,.699,.171,3.9,18.6,11.6,9.6,1.1,1.6,14.8,9.5,1.1,1.0,2.1,.146,-0.7,1.6,0.9,0.5,17,5,0.47200000000000003,0.0,27,9,69.5,64.5,WESTERN_CONF,1
MiyeOni,SG,23,UTA,16,0,7.6,0.4,1.3,.286,0.4,1.1,.333,0.0,0.2,.000,.429,0.1,0.1,.500,0.4,1.4,1.8,0.4,0.0,0.3,0.3,0.9,1.2,2021,1.8,6.2,1.8,5.4,0.0,0.9,0.3,0.6,1.8,6.8,8.6,1.8,0.0,1.2,1.2,4.5,5.7,2.4,8.5,2.4,7.3,0.0,1.2,0.4,0.8,2.4,9.3,11.7,2.4,0.0,1.6,1.6,6.1,7.7,99,109,4.9,.434,.857,.095,5.4,19.1,12.6,6.2,0.0,2.7,15.5,9.2,0.0,0.2,0.1,.055,-4.3,0.2,-4.1,-0.1,17,5,0.47200000000000003,0.0,27,9,69.5,64.5,WESTERN_CONF,1
MarvinBagleyIII,PF,21,SAC,21,21,25.5,5.2,11.0,.476,1.0,2.8,.362,4.2,8.2,.514,.522,1.4,3.0,.484,2.2,5.4,7.6,0.9,0.5,0.5,1.6,2.7,12.9,2021,7.4,15.5,1.4,3.9,6.0,11.6,2.0,4.2,3.1,7.6,10.7,1.3,0.7,0.7,2.2,3.8,18.2,9.9,20.7,1.9,5.2,8.0,15.5,2.7,5.6,4.1,10.1,14.3,1.7,0.9,1.0,3.0,5.1,24.3,102,117,13.7,.525,.251,.268,9.3,23.5,16.3,5.4,0.9,1.8,11.3,23.2,0.0,0.2,0.2,.015,-2.1,-3.0,-5.1,-0.4,10,11,0.278,6.5,12,24,66.2,69.3,WESTERN_CONF,11
HarrisonBarnes,PF,28,SAC,21,21,35.6,5.7,11.5,.498,1.8,4.4,.413,3.9,7.1,.550,.577,4.0,4.6,.865,1.0,5.1,6.2,3.6,0.7,0.2,1.5,1.1,17.2,2021,5.8,11.6,1.8,4.4,4.0,7.2,4.0,4.6,1.1,5.2,6.3,3.6,0.7,0.2,1.5,1.1,17.4,7.7,15.5,2.4,5.9,5.3,9.6,5.3,6.2,1.4,6.9,8.4,4.8,1.0,0.3,2.1,1.5,23.2,127,120,17.2,.637,.382,.398,3.2,16.1,9.5,14.3,1.0,0.6,10.2,18.0,1.9,0.0,1.9,.122,2.4,-1.4,1.1,0.6,10,11,0.278,6.5,12,24,66.2,69.3,WESTERN_CONF,11
NemanjaBjelica,PF,32,SAC,10,0,15.1,2.1,5.1,.412,0.5,2.1,.238,1.6,3.0,.533,.461,1.9,2.3,.826,1.0,2.6,3.6,1.9,0.0,0.2,1.2,2.0,6.6,2021,5.0,12.2,1.2,5.0,3.8,7.2,4.5,5.5,2.4,6.2,8.6,4.5,0.0,0.5,2.9,4.8,15.7,6.7,16.2,1.6,6.7,5.1,9.5,6.0,7.3,3.2,8.3,11.4,6.0,0.0,0.6,3.8,6.4,21.0,109,121,12.1,.540,.412,.451,7.2,19.1,13.1,17.4,0.0,1.1,16.4,20.7,0.1,0.0,0.1,.036,-2.3,-2.0,-4.2,-0.1,10,11,0.278,6.5,12,24,66.2,69.3,WESTERN_CONF,11
DeAaronFox,PG,23,SAC,21,21,32.6,8.0,16.8,.473,1.8,5.0,.352,6.2,11.8,.524,.525,4.6,6.6,.703,0.7,2.6,3.3,6.6,1.3,0.5,3.4,2.7,22.3,2021,8.8,18.6,1.9,5.5,6.8,13.1,5.1,7.3,0.8,2.8,3.6,7.3,1.5,0.6,3.7,2.9,24.6,11.7,24.8,2.6,7.4,9.1,17.4,6.8,9.7,1.1,3.8,4.8,9.7,2.0,0.8,5.0,3.9,32.8,110,119,19.5,.566,.297,.391,2.4,8.8,5.5,32.6,2.0,1.4,14.6,30.2,1.0,0.1,1.1,.076,2.3,-1.6,0.6,0.5,10,11,0.278,6.5,12,24,66.2,69.3,WESTERN_CONF,11
KyleGuy,PG,23,SAC,6,0,9.0,1.0,3.5,.286,0.5,1.8,.273,0.5,1.7,.300,.357,0.8,1.0,.833,0.2,1.3,1.5,1.7,0.5,0.0,0.0,0.7,3.3,2021,4.0,14.0,2.0,7.3,2.0,6.7,3.3,4.0,0.7,5.3,6.0,6.7,2.0,0.0,0.0,2.7,13.3,5.3,18.7,2.7,9.8,2.7,8.9,4.4,5.3,0.9,7.1,8.0,8.9,2.7,0.0,0.0,3.6,17.8,112,116,13.5,.423,.524,.286,2.0,16.5,9.1,24.6,2.7,0.0,0.0,18.7,0.1,0.0,0.1,.073,-1.3,0.3,-1.0,0.0,10,11,0.278,6.5,12,24,66.2,69.3,WESTERN_CONF,11
TyreseHaliburton,PG,20,SAC,19,1,28.9,4.3,9.1,.471,2.2,5.1,.423,2.1,3.9,.533,.590,0.5,0.6,.833,1.1,2.6,3.7,5.4,1.2,0.6,1.6,1.3,11.2,2021,5.3,11.3,2.7,6.4,2.6,4.9,0.7,0.8,1.4,3.3,4.7,6.7,1.4,0.8,2.0,1.6,14.0,7.1,15.0,3.6,8.5,3.5,6.6,0.9,1.0,1.8,4.4,6.2,8.9,1.9,1.0,2.6,2.1,18.6,122,118,16.7,.601,.564,.070,4.1,10.1,7.1,26.0,1.9,1.9,14.5,16.1,1.1,0.1,1.2,.106,2.4,-0.8,1.6,0.5,10,11,0.278,6.5,12,24,66.2,69.3,WESTERN_CONF,11
BuddyHield,SG,28,SAC,21,21,34.6,5.4,14.0,.383,4.0,10.4,.390,1.3,3.7,.364,.527,1.3,1.6,.848,0.3,4.3,4.6,2.8,1.0,0.4,1.9,2.9,16.1,2021,5.6,14.6,4.2,10.8,1.4,3.8,1.4,1.6,0.3,4.5,4.8,2.9,1.1,0.4,2.0,3.0,16.8,7.5,19.5,5.6,14.4,1.9,5.1,1.9,2.2,0.4,6.0,6.4,3.9,1.5,0.5,2.6,4.0,22.4,104,119,11.2,.548,.739,.112,0.9,13.9,7.3,11.5,1.5,0.9,11.4,20.5,0.2,0.1,0.3,.017,-0.6,-1.8,-2.4,-0.1,10,11,0.278,6.5,12,24,66.2,69.3,WESTERN_CONF,11
RichaunHolmes,C,27,SAC,20,20,30.5,5.3,8.1,.658,0.1,0.3,.200,5.3,7.8,.673,.661,2.0,2.5,.800,2.5,5.4,7.9,1.9,0.8,1.8,1.4,4.2,12.7,2021,6.3,9.5,0.1,0.3,6.2,9.2,2.4,3.0,3.0,6.4,9.3,2.2,0.9,2.1,1.7,5.0,14.9,8.3,12.7,0.1,0.4,8.3,12.3,3.1,3.9,3.9,8.5,12.4,3.0,1.2,2.8,2.2,6.6,19.9,132,115,18.5,.691,.031,.311,8.9,19.7,14.2,9.0,1.2,4.9,13.3,14.8,1.6,0.3,1.9,.149,-0.3,0.1,-0.3,0.3,10,11,0.278,6.5,12,24,66.2,69.3,WESTERN_CONF,11
JustinJames,SF,24,SAC,7,0,6.9,0.9,2.1,.400,0.0,0.6,.000,0.9,1.6,.545,.400,0.1,1.0,.143,0.3,0.7,1.0,0.4,0.1,0.1,0.0,0.1,1.9,2021,4.5,11.3,0.0,3.0,4.5,8.2,0.7,5.2,1.5,3.7,5.2,2.3,0.7,0.7,0.0,0.7,9.7,6.0,15.0,0.0,4.0,6.0,11.0,1.0,7.0,2.0,5.0,7.0,3.0,1.0,1.0,0.0,1.0,13.0,88,120,6.9,.360,.267,.467,4.5,11.6,8.0,8.5,1.0,1.8,0.0,16.1,-0.1,0.0,-0.1,-0.063,-4.3,-3.5,-7.9,-0.1,10,11,0.278,6.5,12,24,66.2,69.3,WESTERN_CONF,11
CoryJoseph,PG,29,SAC,21,0,19.3,2.3,5.3,.432,0.6,2.0,.317,1.7,3.3,.500,.491,0.9,1.2,.760,0.4,1.7,2.1,2.1,0.8,0.3,1.0,2.2,6.1,2021,4.3,9.9,1.2,3.6,3.1,6.2,1.7,2.2,0.8,3.1,3.9,4.0,1.4,0.5,2.0,4.1,11.4,5.7,13.2,1.5,4.9,4.1,8.3,2.3,3.0,1.1,4.1,5.2,5.3,1.9,0.7,2.6,5.5,15.2,105,119,9.5,.525,.369,.225,2.4,9.6,6.0,14.9,1.9,1.3,15.3,15.2,0.1,0.1,0.2,.018,-3.7,-0.6,-4.4,-0.2,10,11,0.278,6.5,12,24,66.2,69.3,WESTERN_CONF,11
ChimezieMetu,C,23,SAC,9,0,6.9,1.4,3.1,.464,0.1,0.3,.333,1.3,2.8,.480,.482,0.7,1.0,.667,1.2,1.3,2.6,0.4,0.3,0.7,0.6,1.1,3.7,2021,7.5,16.3,0.6,1.7,7.0,14.5,3.5,5.2,6.4,7.0,13.4,2.3,1.7,3.5,2.9,5.8,19.2,10.1,21.7,0.8,2.3,9.3,19.3,4.6,7.0,8.5,9.3,17.8,3.1,2.3,4.6,3.9,7.7,25.5,108,110,21.3,.516,.107,.321,19.2,21.5,20.4,9.9,2.3,8.3,13.5,25.4,0.1,0.1,0.1,.097,-1.0,-0.6,-1.6,0.0,10,11,0.278,6.5,12,24,66.2,69.3,WESTERN_CONF,11
JahmiusRamsey,SG,19,SAC,4,0,4.0,0.5,1.0,.500,0.3,0.8,.333,0.3,0.3,1.000,.625,0.0,0.0,,0.0,1.0,1.0,0.3,0.0,0.3,0.3,0.0,1.3,2021,4.5,9.0,2.3,6.8,2.3,2.3,0.0,0.0,0.0,9.0,9.0,2.3,0.0,2.3,2.3,0.0,11.3,6.0,12.0,3.0,9.0,3.0,3.0,0.0,0.0,0.0,12.0,12.0,3.0,0.0,3.0,3.0,0.0,15.0,102,116,11.6,.625,.750,.000,0.0,27.8,13.7,8.5,0.0,5.4,20.0,13.3,0.0,0.0,0.0,.021,-2.0,-1.9,-3.9,0.0,10,11,0.278,6.5,12,24,66.2,69.3,WESTERN_CONF,11
GlennRobinsonIII,SF,27,SAC,16,0,16.3,2.0,4.7,.427,0.9,2.3,.417,1.1,2.4,.436,.527,1.0,1.1,.889,0.3,1.3,1.6,1.0,0.1,0.1,0.4,0.9,5.9,2021,4.4,10.4,2.1,5.0,2.4,5.4,2.2,2.5,0.7,2.9,3.6,2.2,0.1,0.1,0.8,2.1,13.2,5.9,13.8,2.8,6.6,3.1,7.2,3.0,3.3,0.9,3.9,4.8,3.0,0.2,0.2,1.1,2.8,17.5,118,124,9.9,.573,.480,.240,2.1,9.0,5.5,8.3,0.2,0.3,6.7,14.6,0.3,-0.1,0.2,.042,-0.9,-3.2,-4.1,-0.1,10,11,0.278,6.5,12,24,66.2,69.3,WESTERN_CONF,11
HassanWhiteside,C,31,SAC,14,0,14.3,3.1,5.3,.581,0.0,0.1,.000,3.1,5.2,.589,.581,1.4,2.7,.526,1.4,3.6,5.1,0.4,0.3,0.9,1.1,1.7,7.6,2021,7.7,13.3,0.0,0.2,7.7,13.1,3.6,6.8,3.6,9.2,12.8,1.1,0.7,2.3,2.7,4.3,19.1,10.3,17.8,0.0,0.2,10.3,17.5,4.8,9.1,4.8,12.2,17.0,1.4,1.0,3.1,3.6,5.8,25.4,108,113,18.5,.584,.014,.514,10.8,28.3,19.5,4.6,1.0,5.6,14.2,22.5,0.2,0.2,0.3,.074,-1.8,-0.6,-2.4,0.0,10,11,0.278,6.5,12,24,66.2,69.3,WESTERN_CONF,11
RobertWoodard,SF,21,SAC,6,0,2.8,1.0,1.8,.545,0.2,0.5,.333,0.8,1.3,.625,.591,0.0,0.3,.000,0.5,0.8,1.3,0.0,0.0,0.0,0.2,0.0,2.2,2021,12.7,23.3,2.1,6.4,10.6,16.9,0.0,4.2,6.4,10.6,16.9,0.0,0.0,0.0,2.1,0.0,27.5,16.9,31.1,2.8,8.5,14.1,22.6,0.0,5.6,8.5,14.1,22.6,0.0,0.0,0.0,2.8,0.0,36.7,103,118,23.1,.547,.273,.182,19.1,32.7,25.8,0.0,0.0,0.0,7.8,32.3,0.0,0.0,0.0,.013,3.9,-5.9,-2.0,0.0,10,11,0.278,6.5,12,24,66.2,69.3,WESTERN_CONF,11
LaMeloBall,PG,19,CHO,22,2,26.0,4.6,10.7,.428,1.4,4.4,.320,3.2,6.3,.504,.494,2.1,2.6,.793,1.5,4.5,5.9,6.0,1.4,0.3,2.6,2.5,12.7,2021,6.4,14.9,2.0,6.1,4.4,8.8,2.9,3.7,2.0,6.2,8.2,8.3,2.0,0.4,3.7,3.5,17.6,8.6,20.0,2.6,8.2,5.9,11.8,3.9,4.9,2.7,8.3,11.0,11.1,2.6,0.6,4.9,4.8,23.7,108,108,17.2,.533,.411,.246,5.9,18.9,12.2,35.4,2.6,1.2,18.2,23.9,0.5,0.8,1.2,.103,1.0,1.1,2.1,0.6,10,12,0.27,5.5,17,20,65.2,65.7,EASTERN_CONF,8
BismackBiyombo,C,28,CHO,20,16,24.2,2.7,5.0,.530,0.0,0.1,.000,2.7,5.0,.535,.530,1.0,2.1,.452,2.4,4.1,6.5,1.6,0.3,1.2,1.1,2.5,6.3,2021,4.0,7.5,0.0,0.1,4.0,7.4,1.4,3.1,3.6,6.1,9.7,2.3,0.4,1.8,1.6,3.7,9.3,5.3,10.0,0.0,0.1,5.3,9.9,1.9,4.2,4.8,8.2,13.0,3.1,0.6,2.4,2.1,4.9,12.5,111,111,11.7,.528,.010,.420,10.4,18.6,14.4,9.0,0.6,5.0,15.1,12.4,0.3,0.5,0.8,.082,-2.9,-0.8,-3.7,-0.2,10,12,0.27,5.5,17,20,65.2,65.7,EASTERN_CONF,8
MilesBridges,PF,22,CHO,22,1,26.1,3.7,8.0,.463,1.4,3.5,.390,2.3,4.5,.520,.549,1.0,1.0,.957,1.0,4.1,5.0,2.1,0.8,0.8,1.8,2.5,9.7,2021,5.1,11.0,1.9,4.8,3.2,6.1,1.4,1.4,1.3,5.6,6.9,2.9,1.1,1.1,2.4,3.4,13.4,6.8,14.7,2.5,6.5,4.3,8.3,1.9,1.9,1.8,7.6,9.4,3.9,1.5,1.5,3.3,4.6,18.0,104,110,11.7,.578,.440,.131,3.8,17.2,10.4,11.7,1.5,3.2,17.4,16.7,0.1,0.6,0.7,.062,-2.0,0.1,-1.9,0.0,10,12,0.27,5.5,17,20,65.2,65.7,EASTERN_CONF,8
VernonCareyJr,C,19,CHO,3,0,2.0,0.3,1.0,.333,0.0,0.3,.000,0.3,0.7,.500,.333,0.3,0.7,.500,0.7,0.3,1.0,0.3,0.0,0.3,0.0,0.0,1.0,2021,6.0,18.0,0.0,6.0,6.0,12.0,6.0,12.0,12.0,6.0,18.0,6.0,0.0,6.0,0.0,0.0,18.0,8.1,24.2,0.0,8.1,8.1,16.2,8.1,16.2,16.2,8.1,24.2,8.1,0.0,8.1,0.0,0.0,24.2,116,106,29.9,.387,.333,.667,34.9,18.3,26.8,25.3,0.0,16.8,0.0,27.7,0.0,0.0,0.0,.199,7.5,-0.1,7.4,0.0,10,12,0.27,5.5,17,20,65.2,65.7,EASTERN_CONF,8
DevonteGraham,PG,25,CHO,22,22,34.6,4.5,13.1,.344,3.0,8.6,.349,1.5,4.5,.333,.458,2.5,3.2,.775,0.5,2.5,3.0,6.1,1.1,0.0,1.4,1.6,14.5,2021,4.7,13.6,3.1,8.9,1.6,4.7,2.6,3.4,0.6,2.6,3.2,6.4,1.1,0.0,1.5,1.7,15.1,6.3,18.3,4.2,12.0,2.1,6.3,3.5,4.5,0.8,3.5,4.3,8.6,1.5,0.0,2.0,2.3,20.3,110,115,12.3,.500,.656,.247,1.7,7.9,4.7,25.5,1.5,0.0,8.9,19.7,0.7,0.4,1.2,.073,-0.4,-1.4,-1.8,0.0,10,12,0.27,5.5,17,20,65.2,65.7,EASTERN_CONF,8
GordonHayward,SF,30,CHO,21,21,36.0,8.4,16.8,.501,2.3,5.3,.432,6.1,11.5,.533,.569,3.8,4.4,.859,0.7,4.6,5.3,3.9,1.2,0.5,2.1,2.0,22.9,2021,8.4,16.8,2.3,5.3,6.1,11.5,3.8,4.4,0.7,4.6,5.3,3.9,1.2,0.5,2.1,2.0,22.9,11.3,22.6,3.1,7.1,8.3,15.5,5.1,5.9,1.0,6.2,7.1,5.2,1.6,0.7,2.9,2.8,30.8,116,112,19.1,.611,.314,.261,2.1,13.9,7.9,18.1,1.6,1.5,10.3,24.8,1.5,0.7,2.2,.137,2.8,-0.5,2.4,0.8,10,12,0.27,5.5,17,20,65.2,65.7,EASTERN_CONF,8
CalebMartin,SF,25,CHO,19,1,14.7,2.2,4.9,.447,0.7,2.2,.310,1.5,2.7,.558,.516,0.6,1.1,.571,0.7,1.7,2.4,1.5,0.8,0.3,0.7,1.0,5.7,2021,5.4,12.1,1.7,5.4,3.7,6.7,1.5,2.7,1.8,4.1,5.9,3.6,1.9,0.6,1.7,2.5,14.1,7.3,16.3,2.3,7.3,5.0,9.0,2.1,3.6,2.4,5.6,8.0,4.9,2.6,0.9,2.3,3.3,18.9,107,110,13.6,.528,.447,.223,5.3,12.6,8.8,14.9,2.6,1.8,11.2,17.8,0.1,0.3,0.5,.081,-0.4,0.4,-0.1,0.1,10,12,0.27,5.5,17,20,65.2,65.7,EASTERN_CONF,8
CodyMartin,SF,25,CHO,13,0,10.1,1.2,2.2,.536,0.2,0.8,.200,1.0,1.4,.722,.571,0.5,0.6,.750,0.6,1.5,2.1,1.1,0.4,0.0,0.5,0.5,2.9,2021,4.1,7.7,0.5,2.7,3.6,4.9,1.6,2.2,2.2,5.2,7.4,3.8,1.4,0.0,1.6,1.9,10.4,5.5,10.4,0.7,3.7,4.8,6.7,2.2,3.0,3.0,7.0,10.0,5.2,1.8,0.0,2.2,2.6,14.1,120,112,13.1,.603,.357,.286,6.4,15.9,11.1,15.0,1.8,0.0,16.0,12.3,0.2,0.1,0.3,.112,-0.8,0.3,-0.5,0.0,10,12,0.27,5.5,17,20,65.2,65.7,EASTERN_CONF,8
JalenMcDaniels,SF,23,CHO,9,0,9.2,1.4,2.8,.520,0.2,0.7,.333,1.2,2.1,.579,.560,0.8,1.2,.636,0.3,1.8,2.1,0.6,0.2,0.0,0.9,1.4,3.9,2021,5.6,10.8,0.9,2.6,4.8,8.2,3.0,4.8,1.3,6.9,8.2,2.2,0.9,0.0,3.5,5.6,15.2,7.6,14.6,1.2,3.5,6.4,11.1,4.1,6.4,1.8,9.3,11.1,2.9,1.2,0.0,4.7,7.6,20.4,97,112,9.0,.586,.240,.440,3.8,21.2,12.3,9.0,1.2,0.0,21.1,19.5,0.0,0.1,0.0,.020,-4.7,-1.6,-6.4,-0.1,10,12,0.27,5.5,17,20,65.2,65.7,EASTERN_CONF,8
MalikMonk,SG,22,CHO,9,0,17.3,3.3,6.9,.484,2.3,4.4,.525,1.0,2.4,.409,.653,1.3,1.6,.857,0.2,1.2,1.4,1.7,0.1,0.0,0.9,1.0,10.3,2021,6.9,14.3,4.8,9.2,2.1,5.1,2.8,3.2,0.5,2.5,3.0,3.5,0.2,0.0,1.8,2.1,21.5,9.3,19.3,6.5,12.4,2.8,6.8,3.7,4.3,0.6,3.4,4.0,4.7,0.3,0.0,2.5,2.8,28.9,124,118,16.6,.682,.645,.226,1.3,7.7,4.5,15.2,0.3,0.0,10.5,20.9,0.4,0.0,0.4,.130,3.4,-2.0,1.4,0.1,10,12,0.27,5.5,17,20,65.2,65.7,EASTERN_CONF,8
NickRichards,PF,23,CHO,5,0,2.4,0.4,0.4,1.000,0.0,0.0,0.0,0.4,0.4,1.000,1.000,0.2,0.4,.500,0.2,0.6,0.8,0.0,0.0,0.0,0.0,0.4,1.0,2021,6.0,6.0,0.0,0.0,6.0,6.0,3.0,6.0,3.0,9.0,12.0,0.0,0.0,0.0,0.0,6.0,15.0,8.1,8.1,0.0,0.0,8.1,8.1,4.0,8.1,4.0,12.1,16.2,0.0,0.0,0.0,0.0,8.1,20.2,176,112,17.8,.868,.000,1.000,8.7,27.5,17.9,0.0,0.0,0.0,0.0,10.3,0.0,0.0,0.1,.216,0.5,-1.4,-0.9,0.0,10,12,0.27,5.5,17,20,65.2,65.7,EASTERN_CONF,8
TerryRozier,SG,26,CHO,20,20,32.9,6.7,14.3,.469,3.2,7.4,.435,3.5,7.0,.504,.580,2.0,2.7,.736,0.6,3.4,4.0,2.8,1.3,0.5,1.7,2.0,18.6,2021,7.3,15.6,3.5,8.0,3.8,7.6,2.1,2.9,0.7,3.7,4.3,3.1,1.4,0.5,1.8,2.1,20.3,9.9,21.1,4.7,10.8,5.2,10.2,2.9,3.9,0.9,4.9,5.8,4.1,1.9,0.7,2.4,2.9,27.3,113,112,16.2,.600,.514,.185,1.9,11.2,6.4,13.7,1.9,1.4,9.6,22.3,0.8,0.6,1.4,.103,2.0,-0.9,1.1,0.5,10,12,0.27,5.5,17,20,65.2,65.7,EASTERN_CONF,8
PJWashington,PF,22,CHO,21,21,29.0,4.4,10.1,.437,1.1,3.5,.329,3.3,6.7,.493,.493,2.2,3.0,.746,1.9,5.0,6.9,3.0,1.0,1.3,2.0,2.8,12.2,2021,5.5,12.6,1.4,4.3,4.1,8.3,2.8,3.7,2.3,6.2,8.5,3.7,1.2,1.7,2.5,3.4,15.2,7.4,16.9,1.9,5.8,5.5,11.1,3.7,5.0,3.1,8.4,11.5,4.9,1.7,2.2,3.4,4.6,20.5,105,109,14.3,.534,.343,.296,6.7,18.9,12.7,15.2,1.7,4.6,15.2,19.9,0.2,0.8,1.0,.079,-1.2,0.6,-0.6,0.2,10,12,0.27,5.5,17,20,65.2,65.7,EASTERN_CONF,8
CodyZeller,C,28,CHO,9,6,24.8,3.8,8.2,.459,0.0,1.1,.000,3.8,7.1,.531,.459,1.7,2.3,.714,3.0,5.4,8.4,2.6,0.7,0.8,0.7,2.4,9.2,2021,5.5,11.9,0.0,1.6,5.5,10.3,2.4,3.4,4.4,7.9,12.3,3.7,1.0,1.1,1.0,3.6,13.4,7.4,16.1,0.0,2.2,7.4,13.9,3.3,4.6,5.9,10.6,16.5,5.0,1.3,1.5,1.3,4.8,18.0,117,109,16.8,.499,.135,.284,12.7,24.1,18.3,15.3,1.3,3.2,6.7,17.1,0.4,0.3,0.7,.140,-0.5,0.2,-0.3,0.1,10,12,0.27,5.5,17,20,65.2,65.7,EASTERN_CONF,8
RJBarrett,SG,20,NYK,23,23,35.8,6.7,15.5,.434,1.0,3.7,.271,5.7,11.8,.485,.466,3.3,4.4,.745,1.3,5.2,6.6,3.2,0.7,0.2,2.0,2.6,17.8,2021,6.8,15.6,1.0,3.7,5.8,11.9,3.3,4.5,1.4,5.2,6.6,3.2,0.7,0.2,2.0,2.6,17.9,9.5,21.8,1.4,5.2,8.1,16.6,4.6,6.2,1.9,7.3,9.2,4.5,1.0,0.3,2.7,3.7,24.9,104,111,13.6,.509,.238,.286,4.0,15.1,9.6,14.9,1.0,0.6,10.1,23.9,0.2,0.8,1.0,.061,-1.4,-0.6,-1.9,0.0,10,13,0.27,6.0,16,21,63.6,64.7,EASTERN_CONF,9
