PLAYER,POS,AGE,TEAM,G,GS,MP,FG_per_game,FGA_per_game,FG%,3P_per_game,3PA_per_game,3P%,2P_per_game,2PA_per_game,2P%,EFG%_per_game,FT_per_game,FTA_per_game,FT%,ORB_per_game,DRB_per_game,TRB_per_game,AST_per_game,STL_per_game,BLK_per_game,TOV_per_game,PF_per_game,PTS_per_game,SEASON,FG_per_36min,FGA_per_36min,3P_per_36min,3PA_per_36min,2P_per_36min,2PA_per_36min,FT_per_36min,FTA_per_36min,ORB_per_36min,DRB_per_36min,TRB_per_36min,AST_per_36min,STL_per_36min,BLK_per_36min,TOV_per_36min,PF_per_36min,PTS_per_36min,FG_per_100poss,FGA_per_100poss,3P_per_100poss,3PA_per_100poss,2P_per_100poss,2PA_per_100poss,FT_per_100poss,FTA_per_100poss,ORB_per_100poss,DRB_per_100poss,TRB_per_100poss,AST_per_100poss,STL_per_100poss,BLK_per_100poss,TOV_per_100poss,PF_per_100poss,PTS_per_100poss,ORTG_per_100poss,DRTG_per_100poss,PER_advanced,TS%_advanced,3PAR_advanced,FTR_advanced,ORB%_advanced,DRB%_advanced,TRB%_advanced,AST%_advanced,STL%_advanced,BLK%_advanced,TOV%_advanced,USG%_advanced,OWS_advanced,DWS_advanced,WS_advanced,WS/48_advanced,OBPM_advanced,DBPM_advanced,BPM_advanced,VORP_advanced,W,L,W/L%,GB,PW,PL,PS/G,PA/G,CONF,CONF_RANK
IgnasBrazdeikis,SF,22,NYK,4,0,1.8,0.0,0.3,.000,0.0,0.0,0.0,0.0,0.3,.000,.000,0.5,0.5,1.000,0.3,0.3,0.5,0.3,0.0,0.0,0.3,0.0,0.5,2021,0.0,5.1,0.0,0.0,0.0,5.1,10.3,10.3,5.1,5.1,10.3,5.1,0.0,0.0,5.1,0.0,10.3,0.0,7.2,0.0,0.0,0.0,7.2,14.4,14.4,7.2,7.2,14.4,7.2,0.0,0.0,7.2,0.0,14.4,101,114,11.5,.532,.000,2.000,15.2,14.8,15.0,18.0,0.0,0.0,34.7,18.2,0.0,0.0,0.0,.025,-2.9,-1.9,-4.8,0.0,10,13,0.27,6.0,16,21,63.6,64.7,EASTERN_CONF,9
ReggieBullock,SF,29,NYK,18,18,27.2,3.1,7.9,.387,1.5,4.4,.342,1.6,3.5,.444,.482,0.5,0.7,.750,0.3,3.5,3.8,1.2,0.7,0.2,0.8,2.4,8.1,2021,4.0,10.4,2.0,5.8,2.1,4.6,0.7,0.9,0.4,4.6,5.1,1.5,0.9,0.2,1.0,3.2,10.7,5.6,14.6,2.8,8.1,2.9,6.5,0.9,1.2,0.6,6.5,7.1,2.2,1.2,0.3,1.4,4.4,15.0,99,111,7.3,.496,.556,.085,1.3,13.3,7.4,6.3,1.2,0.6,8.7,14.5,-0.1,0.5,0.4,.037,-3.4,0.1,-3.3,-0.2,10,13,0.27,6.0,16,21,63.6,64.7,EASTERN_CONF,9
AlecBurks,SG,29,NYK,11,3,25.8,4.0,9.7,.411,2.1,4.7,.442,1.9,5.0,.382,.519,3.0,3.7,.805,0.5,3.6,4.1,2.5,1.0,0.5,1.1,2.1,13.1,2021,5.6,13.6,2.9,6.6,2.7,7.0,4.2,5.2,0.6,5.1,5.7,3.4,1.4,0.6,1.5,2.9,18.3,7.8,18.9,4.1,9.2,3.7,9.7,5.8,7.3,0.9,7.1,8.0,4.8,1.9,0.9,2.1,4.1,25.5,117,108,16.9,.576,.486,.383,1.9,14.6,8.3,14.9,1.9,1.7,8.8,21.3,0.5,0.4,0.9,.147,2.1,0.8,2.9,0.4,10,13,0.27,6.0,16,21,63.6,64.7,EASTERN_CONF,9
TajGibson,PF,35,NYK,2,0,9.5,0.0,2.0,.000,0.0,0.5,.000,0.0,1.5,.000,.000,0.0,0.0,,1.5,1.0,2.5,0.5,0.0,0.5,0.0,1.0,0.0,2021,0.0,7.6,0.0,1.9,0.0,5.7,0.0,0.0,5.7,3.8,9.5,1.9,0.0,1.9,0.0,3.8,0.0,0.0,10.6,0.0,2.6,0.0,7.9,0.0,0.0,7.9,5.3,13.2,2.6,0.0,2.6,0.0,5.3,0.0,62,112,1.3,.000,.250,.000,16.8,10.9,13.8,6.6,0.0,5.2,0.0,9.3,0.0,0.0,0.0,-0.078,-7.2,-3.5,-10.7,0.0,10,13,0.27,6.0,16,21,63.6,64.7,EASTERN_CONF,9
JaredHarper,PG,23,NYK,2,0,2.5,0.0,0.5,.000,0.0,0.0,0.0,0.0,0.5,.000,.000,1.0,1.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2021,0.0,7.2,0.0,0.0,0.0,7.2,14.4,14.4,0.0,0.0,0.0,0.0,0.0,0.0,14.4,0.0,14.4,0.0,10.1,0.0,0.0,0.0,10.1,20.1,20.1,0.0,0.0,0.0,0.0,0.0,0.0,20.1,0.0,20.1,53,119,-11.8,.532,.000,2.000,0.0,0.0,0.0,0.0,0.0,0.0,51.5,34.2,0.0,0.0,0.0,-0.472,-15.0,-8.5,-23.5,0.0,10,13,0.27,6.0,16,21,63.6,64.7,EASTERN_CONF,9
KevinKnox,SF,21,NYK,20,0,18.2,2.2,5.5,.391,1.3,3.2,.391,0.9,2.3,.391,.505,0.5,0.6,.833,0.4,1.8,2.2,0.8,0.4,0.3,0.8,1.6,6.1,2021,4.3,10.9,2.5,6.3,1.8,4.5,1.0,1.2,0.8,3.6,4.4,1.6,0.7,0.6,1.5,3.1,12.0,5.9,15.2,3.5,8.8,2.5,6.4,1.4,1.7,1.1,5.0,6.1,2.2,1.0,0.8,2.1,4.3,16.7,101,112,8.2,.525,.582,.109,2.3,10.3,6.3,6.5,1.0,1.6,11.5,15.8,0.0,0.3,0.3,.039,-1.9,-0.5,-2.4,0.0,10,13,0.27,6.0,16,21,63.6,64.7,EASTERN_CONF,9
NerlensNoel,C,26,NYK,20,0,17.5,1.4,2.7,.528,0.0,0.1,.000,1.4,2.6,.549,.528,0.6,1.0,.632,1.5,3.7,5.2,0.4,0.9,1.9,1.0,1.8,3.4,2021,2.9,5.5,0.0,0.2,2.9,5.2,1.2,2.0,3.1,7.5,10.6,0.8,1.9,3.8,2.1,3.7,7.0,4.0,7.6,0.0,0.3,4.0,7.3,1.7,2.7,4.3,10.5,14.8,1.1,2.6,5.3,2.9,5.2,9.8,101,99,13.9,.554,.038,.358,9.1,21.6,15.4,3.2,2.6,10.3,24.6,10.3,0.0,0.8,0.8,.111,-3.5,3.8,0.3,0.2,10,13,0.27,6.0,16,21,63.6,64.7,EASTERN_CONF,9
FrankNtilikina,PG,22,NYK,4,0,10.5,1.5,3.5,.429,1.3,2.3,.556,0.3,1.3,.200,.607,0.3,0.8,.333,0.3,0.8,1.0,0.8,0.8,0.0,0.5,1.8,4.5,2021,5.1,12.0,4.3,7.7,0.9,4.3,0.9,2.6,0.9,2.6,3.4,2.6,2.6,0.0,1.7,6.0,15.4,7.2,16.8,6.0,10.8,1.2,6.0,1.2,3.6,1.2,3.6,4.8,3.6,3.6,0.0,2.4,8.4,21.5,110,108,12.5,.587,.643,.214,2.5,7.4,5.0,11.0,3.6,0.0,11.5,18.2,0.0,0.1,0.1,.108,-1.7,3.0,1.2,0.0,10,13,0.27,6.0,16,21,63.6,64.7,EASTERN_CONF,9
ElfridPayton,PG,26,NYK,23,23,28.1,4.8,11.3,.425,0.5,1.9,.250,4.3,9.4,.461,.446,1.5,2.1,.729,1.2,2.5,3.7,3.6,0.6,0.2,2.0,2.1,11.7,2021,6.2,14.5,0.6,2.5,5.6,12.1,2.0,2.7,1.6,3.2,4.8,4.6,0.8,0.3,2.5,2.7,14.9,8.6,20.3,0.9,3.4,7.8,16.9,2.7,3.7,2.2,4.5,6.7,6.5,1.1,0.4,3.5,3.8,20.9,98,113,10.9,.475,.169,.184,4.6,9.3,7.0,20.7,1.1,0.8,13.8,22.3,-0.4,0.5,0.2,.013,-2.7,-1.3,-4.0,-0.3,10,13,0.27,6.0,16,21,63.6,64.7,EASTERN_CONF,9
TheoPinson,SG,25,NYK,7,0,2.4,0.1,0.9,.167,0.0,0.7,.000,0.1,0.1,1.000,.167,0.0,0.0,,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.3,0.3,2021,2.1,12.7,0.0,10.6,2.1,2.1,0.0,0.0,0.0,2.1,2.1,0.0,0.0,0.0,0.0,4.2,4.2,3.0,17.7,0.0,14.8,3.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,5.9,5.9,38,116,-8.6,.167,.833,.000,0.0,6.1,3.1,0.0,0.0,0.0,0.0,15.6,-0.1,0.0,-0.1,-0.223,-12.7,-3.7,-16.4,-0.1,10,13,0.27,6.0,16,21,63.6,64.7,EASTERN_CONF,9
ImmanuelQuickley,PG,21,NYK,19,0,19.3,4.1,9.9,.410,1.6,4.4,.369,2.4,5.5,.442,.492,2.6,2.8,.926,0.4,1.9,2.3,2.7,0.4,0.4,1.1,2.2,12.4,2021,7.6,18.4,3.0,8.2,4.5,10.2,4.9,5.3,0.7,3.6,4.3,5.0,0.8,0.8,2.1,4.0,23.1,10.5,25.7,4.2,11.5,6.3,14.2,6.8,7.4,1.0,5.1,6.0,7.0,1.1,1.1,2.9,5.6,32.2,114,111,18.4,.555,.447,.287,2.0,10.5,6.3,23.8,1.1,2.1,9.0,28.0,0.7,0.4,1.0,.136,2.3,-0.2,2.1,0.4,10,13,0.27,6.0,16,21,63.6,64.7,EASTERN_CONF,9
JuliusRandle,PF,26,NYK,23,23,36.7,7.9,16.7,.475,1.6,4.0,.396,6.3,12.7,.500,.522,5.2,6.5,.805,1.4,9.5,10.9,6.0,0.8,0.2,3.4,3.3,22.6,2021,7.8,16.3,1.5,3.9,6.2,12.4,5.1,6.3,1.4,9.3,10.7,5.9,0.8,0.2,3.3,3.3,22.2,10.8,22.8,2.1,5.4,8.7,17.4,7.1,8.9,2.0,13.0,14.9,8.2,1.1,0.2,4.6,4.6,30.9,112,107,20.6,.580,.238,.389,4.1,26.8,15.6,28.3,1.1,0.5,14.8,27.5,1.4,1.2,2.7,.151,3.1,1.1,4.1,1.3,10,13,0.27,6.0,16,21,63.6,64.7,EASTERN_CONF,9
AustinRivers,SG,28,NYK,17,2,24.2,3.3,7.5,.438,1.6,4.3,.384,1.6,3.2,.509,.547,0.4,0.6,.700,0.3,2.2,2.5,2.2,0.7,0.0,1.2,1.7,8.6,2021,4.9,11.2,2.4,6.4,2.4,4.8,0.6,0.9,0.4,3.3,3.8,3.3,1.0,0.0,1.8,2.5,12.8,6.8,15.6,3.4,8.9,3.4,6.7,0.9,1.2,0.6,4.6,5.2,4.6,1.5,0.0,2.6,3.5,17.9,105,112,10.2,.555,.570,.078,1.3,9.6,5.5,14.0,1.5,0.0,13.7,16.4,0.1,0.4,0.5,.058,-1.9,-0.7,-2.6,-0.1,10,13,0.27,6.0,16,21,63.6,64.7,EASTERN_CONF,9
MitchellRobinson,C,22,NYK,23,23,28.8,4.0,6.1,.657,0.0,0.0,0.0,4.0,6.1,.657,.657,0.9,1.7,.500,3.8,4.4,8.2,0.4,1.1,1.6,0.7,2.8,8.9,2021,5.0,7.6,0.0,0.0,5.0,7.6,1.1,2.2,4.7,5.5,10.2,0.5,1.4,2.0,0.9,3.5,11.1,7.0,10.6,0.0,0.0,7.0,10.6,1.5,3.0,6.6,7.7,14.3,0.8,1.9,2.8,1.2,4.9,15.5,133,106,18.4,.647,.000,.286,13.9,15.8,14.9,2.3,1.9,5.5,9.2,11.6,1.5,1.1,2.6,.186,0.1,0.9,1.0,0.5,10,13,0.27,6.0,16,21,63.6,64.7,EASTERN_CONF,9
DennisSmithJr,PG,23,NYK,3,0,9.3,0.7,3.3,.200,0.0,1.3,.000,0.7,2.0,.333,.200,1.7,2.0,.833,0.0,0.7,0.7,1.0,1.0,0.0,0.3,1.3,3.0,2021,2.6,12.9,0.0,5.1,2.6,7.7,6.4,7.7,0.0,2.6,2.6,3.9,3.9,0.0,1.3,5.1,11.6,3.6,18.0,0.0,7.2,3.6,10.8,9.0,10.8,0.0,3.6,3.6,5.4,5.4,0.0,1.8,7.2,16.2,84,104,7.1,.356,.400,.600,0.0,7.4,3.7,14.9,5.4,0.0,7.3,21.5,-0.1,0.1,0.0,-0.018,-8.2,3.9,-4.3,0.0,10,13,0.27,6.0,16,21,63.6,64.7,EASTERN_CONF,9
ObiToppin,PF,22,NYK,13,0,12.0,1.8,4.2,.426,0.5,1.9,.280,1.2,2.2,.552,.491,0.5,0.7,.778,0.2,2.2,2.5,0.6,0.2,0.5,0.6,0.8,4.6,2021,5.3,12.5,1.6,5.8,3.7,6.7,1.6,2.1,0.7,6.7,7.4,1.8,0.5,1.4,1.8,2.5,13.8,7.4,17.4,2.3,8.1,5.2,9.3,2.3,2.9,1.0,9.3,10.3,2.6,0.6,1.9,2.6,3.5,19.3,99,109,10.9,.518,.463,.167,2.0,19.3,10.8,7.9,0.6,3.8,12.1,18.7,-0.1,0.2,0.1,.045,-2.3,0.1,-2.2,0.0,10,13,0.27,6.0,16,21,63.6,64.7,EASTERN_CONF,9
WillBarton,SF,30,DEN,21,17,28.8,4.0,9.7,.417,1.5,4.0,.386,2.5,5.8,.438,.495,1.3,1.8,.737,0.5,3.3,3.9,3.1,0.8,0.5,1.3,1.8,11.0,2021,5.1,12.1,1.9,4.9,3.2,7.2,1.7,2.3,0.7,4.2,4.8,3.9,1.0,0.7,1.6,2.3,13.7,6.9,16.7,2.6,6.8,4.3,9.9,2.3,3.1,0.9,5.7,6.6,5.4,1.4,0.9,2.2,3.1,18.8,109,114,11.7,.521,.407,.186,2.1,13.3,7.7,14.9,1.4,1.8,10.9,17.7,0.4,0.4,0.8,.066,-0.8,-1.3,-2.1,0.0,12,9,0.33299999999999996,4.5,22,14,67.4,65.2,WESTERN_CONF,5
BolBol,PF,21,DEN,11,2,5.4,0.5,1.4,.400,0.2,0.5,.333,0.4,0.8,.444,.467,0.1,0.2,.500,0.0,0.6,0.6,0.2,0.0,0.4,0.5,0.6,1.4,2021,3.7,9.2,1.2,3.7,2.4,5.5,0.6,1.2,0.0,4.3,4.3,1.2,0.0,2.4,3.1,4.3,9.2,5.0,12.6,1.7,5.0,3.4,7.5,0.8,1.7,0.0,5.9,5.9,1.7,0.0,3.4,4.2,5.9,12.6,75,113,2.7,.472,.400,.133,0.0,13.7,6.8,4.4,0.0,6.7,23.9,15.3,-0.1,0.0,-0.1,-0.073,-7.2,-1.8,-9.0,-0.1,12,9,0.33299999999999996,4.5,22,14,67.4,65.2,WESTERN_CONF,5
FacundoCampazzo,PG,29,DEN,20,0,12.0,1.1,3.1,.361,0.8,2.2,.372,0.3,0.9,.333,.492,0.7,0.9,.765,0.2,0.6,0.8,1.6,0.8,0.1,0.8,1.8,3.7,2021,3.3,9.1,2.4,6.4,0.9,2.7,1.9,2.5,0.5,1.8,2.3,4.8,2.3,0.3,2.3,5.4,10.9,4.5,12.6,3.3,8.9,1.2,3.7,2.7,3.5,0.6,2.5,3.1,6.6,3.1,0.4,3.1,7.4,15.0,107,112,9.2,.533,.705,.279,1.4,5.8,3.6,17.1,3.1,0.8,18.0,15.1,0.1,0.2,0.3,.064,-3.6,-0.2,-3.7,-0.1,12,9,0.33299999999999996,4.5,22,14,67.4,65.2,WESTERN_CONF,5
Vlatkoanar,PF,23,DEN,9,0,2.3,0.0,0.6,.000,0.0,0.2,.000,0.0,0.3,.000,.000,0.0,0.0,,0.2,0.3,0.6,0.0,0.2,0.1,0.2,0.2,0.0,2021,0.0,8.6,0.0,3.4,0.0,5.1,0.0,0.0,3.4,5.1,8.6,0.0,3.4,1.7,3.4,3.4,0.0,0.0,11.8,0.0,4.7,0.0,7.1,0.0,0.0,4.7,7.1,11.8,0.0,4.7,2.4,4.7,4.7,0.0,23,103,-3.7,.000,.400,.000,10.9,16.5,13.7,0.0,4.7,4.7,28.6,14.4,-0.1,0.0,-0.1,-0.232,-12.2,-2.1,-14.3,-0.1,12,9,0.33299999999999996,4.5,22,14,67.4,65.2,WESTERN_CONF,5
PJDozier,SG,24,DEN,17,0,19.4,2.6,5.5,.468,0.9,2.2,.405,1.7,3.4,.509,.548,1.1,1.5,.720,0.9,3.2,4.1,1.4,0.5,0.6,0.8,1.7,7.1,2021,4.8,10.3,1.6,4.0,3.2,6.2,2.0,2.7,1.7,5.9,7.6,2.5,1.0,1.1,1.4,3.2,13.2,6.6,14.1,2.2,5.5,4.3,8.5,2.7,3.7,2.4,8.1,10.5,3.4,1.3,1.5,1.9,4.3,18.1,117,112,13.8,.576,.394,.266,5.5,18.9,12.2,9.4,1.3,3.0,11.0,15.5,0.4,0.3,0.8,.110,-0.3,-0.4,-0.8,0.1,12,9,0.33299999999999996,4.5,22,14,67.4,65.2,WESTERN_CONF,5
JaMychalGreen,PF,30,DEN,17,1,21.5,3.7,8.0,.463,2.1,4.5,.461,1.6,3.5,.467,.592,1.5,1.8,.839,1.8,4.9,6.7,1.1,0.6,0.1,1.2,2.5,11.0,2021,6.2,13.4,3.4,7.5,2.8,5.9,2.6,3.0,3.0,8.2,11.2,1.8,1.1,0.2,2.1,4.1,18.4,8.5,18.4,4.7,10.3,3.8,8.1,3.5,4.2,4.2,11.2,15.4,2.4,1.5,0.3,2.8,5.7,25.3,120,111,17.5,.625,.559,.228,9.7,26.1,17.9,7.0,1.5,0.5,12.3,20.2,0.8,0.4,1.1,.148,2.4,-2.0,0.4,0.2,12,9,0.33299999999999996,4.5,22,14,67.4,65.2,WESTERN_CONF,5
RJHampton,PG,19,DEN,14,0,3.3,0.3,0.9,.333,0.0,0.1,.000,0.3,0.7,.400,.333,0.1,0.1,1.000,0.2,0.3,0.5,0.1,0.2,0.0,0.4,0.4,0.7,2021,3.1,9.4,0.0,1.6,3.1,7.8,1.6,1.6,2.3,3.1,5.5,0.8,2.3,0.0,4.7,3.9,7.8,4.3,12.9,0.0,2.1,4.3,10.7,2.1,2.1,3.2,4.3,7.5,1.1,3.2,0.0,6.4,5.4,10.7,66,111,0.8,.388,.167,.167,7.5,10.0,8.7,2.8,3.2,0.0,31.8,17.8,-0.2,0.0,-0.1,-0.137,-10.2,-1.6,-11.8,-0.1,12,9,0.33299999999999996,4.5,22,14,67.4,65.2,WESTERN_CONF,5
GaryHarris,SG,26,DEN,18,18,30.7,3.8,8.4,.450,1.3,4.0,.333,2.4,4.4,.557,.530,1.2,1.7,.733,0.7,1.8,2.5,1.7,0.9,0.2,0.7,1.9,10.1,2021,4.4,9.8,1.6,4.7,2.9,5.1,1.4,2.0,0.8,2.1,2.9,2.0,1.1,0.3,0.8,2.3,11.8,6.1,13.5,2.1,6.4,3.9,7.1,2.0,2.7,1.1,3.0,4.0,2.8,1.5,0.4,1.1,3.1,16.3,116,116,10.2,.554,.477,.199,2.5,6.9,4.7,7.5,1.5,0.7,6.8,13.8,0.6,0.3,0.9,.075,-1.8,-1.2,-3.0,-0.1,12,9,0.33299999999999996,4.5,22,14,67.4,65.2,WESTERN_CONF,5
IsaiahHartenstein,C,22,DEN,14,0,9.0,1.5,3.2,.467,0.0,0.0,0.0,1.5,3.2,.467,.467,1.0,1.6,.609,1.7,1.5,3.2,0.6,0.4,0.6,0.9,2.1,4.0,2021,6.0,12.9,0.0,0.0,6.0,12.9,4.0,6.6,6.9,6.0,12.9,2.6,1.7,2.6,3.4,8.6,16.0,8.2,17.7,0.0,0.0,8.2,17.7,5.5,9.0,9.4,8.2,17.7,3.5,2.4,3.5,4.7,11.8,22.0,107,106,17.4,.508,.000,.511,21.8,19.2,20.5,10.1,2.4,7.1,17.9,23.1,0.1,0.2,0.3,.108,-4.2,-1.1,-5.3,-0.1,12,9,0.33299999999999996,4.5,22,14,67.4,65.2,WESTERN_CONF,5
MarkusHoward,SG,21,DEN,10,0,1.8,0.4,1.4,.286,0.2,1.0,.200,0.2,0.4,.500,.357,0.0,0.0,,0.0,0.1,0.1,0.3,0.0,0.0,0.1,0.3,1.0,2021,8.0,28.0,4.0,20.0,4.0,8.0,0.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,2.0,6.0,20.0,11.0,38.5,5.5,27.5,5.5,11.0,0.0,0.0,0.0,2.7,2.7,8.2,0.0,0.0,2.7,8.2,27.5,82,119,0.6,.357,.714,.000,0.0,6.4,3.2,25.6,0.0,0.0,6.7,36.1,-0.1,0.0,-0.1,-0.184,-8.5,-6.9,-15.4,-0.1,12,9,0.33299999999999996,4.5,22,14,67.4,65.2,WESTERN_CONF,5
NikolaJoki,C,25,DEN,21,21,35.7,10.0,17.8,.566,1.3,3.5,.384,8.7,14.3,.610,.603,4.7,5.6,.831,3.2,8.5,11.7,8.4,1.7,0.6,3.9,3.1,26.1,2021,10.1,17.9,1.3,3.5,8.8,14.4,4.7,5.7,3.2,8.5,11.8,8.5,1.7,0.6,3.9,3.1,26.3,13.9,24.6,1.8,4.8,12.1,19.8,6.5,7.8,4.4,11.7,16.2,11.7,2.3,0.8,5.4,4.3,36.1,126,109,30.2,.645,.196,.316,10.2,27.4,18.7,39.9,2.3,1.6,16.2,29.2,3.3,1.0,4.3,.274,8.1,1.9,10.0,2.2,12,9,0.33299999999999996,4.5,22,14,67.4,65.2,WESTERN_CONF,5
PaulMillsap,PF,35,DEN,21,21,23.5,3.4,7.1,.480,1.1,2.9,.377,2.3,4.2,.551,.557,1.5,2.1,.711,1.7,3.6,5.3,1.5,0.8,0.3,1.0,2.1,9.5,2021,5.3,11.0,1.7,4.5,3.6,6.5,2.3,3.3,2.6,5.5,8.2,2.3,1.2,0.4,1.5,3.2,14.5,7.2,15.0,2.3,6.1,4.9,8.9,3.2,4.5,3.6,7.6,11.2,3.2,1.7,0.6,2.1,4.4,20.0,120,112,15.1,.586,.407,.300,8.3,17.8,13.0,8.9,1.7,1.2,11.0,16.7,0.8,0.4,1.3,.125,0.5,-1.7,-1.1,0.1,12,9,0.33299999999999996,4.5,22,14,67.4,65.2,WESTERN_CONF,5
MonteMorris,PG,25,DEN,21,1,26.1,4.3,8.5,.503,1.2,3.3,.357,3.1,5.2,.596,.573,1.3,1.8,.711,0.3,1.9,2.1,3.3,0.8,0.3,0.6,0.8,11.0,2021,5.9,11.7,1.6,4.6,4.3,7.1,1.8,2.5,0.4,2.6,3.0,4.5,1.1,0.4,0.9,1.0,15.2,8.1,16.1,2.3,6.3,5.9,9.8,2.4,3.4,0.5,3.5,4.1,6.2,1.5,0.5,1.2,1.4,20.9,127,115,15.9,.593,.391,.212,1.2,8.2,4.7,17.7,1.5,1.1,6.2,16.5,1.3,0.3,1.6,.137,1.6,-1.1,0.5,0.3,12,9,0.33299999999999996,4.5,22,14,67.4,65.2,WESTERN_CONF,5
JamalMurray,PG,23,DEN,20,20,35.1,7.2,15.8,.453,2.1,6.0,.353,5.1,9.9,.513,.519,2.6,3.2,.797,0.7,3.3,4.0,4.5,1.1,0.3,2.1,2.3,19.0,2021,7.3,16.2,2.2,6.1,5.2,10.1,2.6,3.3,0.7,3.3,4.1,4.6,1.1,0.3,2.1,2.4,19.5,10.1,22.3,3.0,8.4,7.1,13.9,3.6,4.5,1.0,4.6,5.6,6.3,1.5,0.4,2.9,3.2,26.7,112,115,15.4,.551,.377,.203,2.3,10.7,6.5,19.0,1.5,0.8,10.6,23.8,0.9,0.4,1.3,.092,1.0,-2.0,-1.0,0.2,12,9,0.33299999999999996,4.5,22,14,67.4,65.2,WESTERN_CONF,5
ZekeNnaji,PF,20,DEN,10,0,2.3,0.4,1.0,.400,0.1,0.3,.333,0.3,0.7,.429,.450,0.0,0.0,,0.2,0.3,0.5,0.0,0.0,0.1,0.0,0.3,0.9,2021,6.3,15.7,1.6,4.7,4.7,11.0,0.0,0.0,3.1,4.7,7.8,0.0,0.0,1.6,0.0,4.7,14.1,8.6,21.5,2.1,6.4,6.4,15.0,0.0,0.0,4.3,6.4,10.7,0.0,0.0,2.1,0.0,6.4,19.3,104,115,9.9,.450,.300,.000,9.9,15.0,12.5,0.0,0.0,4.3,0.0,18.8,0.0,0.0,0.0,.039,-2.9,-3.7,-6.6,0.0,12,9,0.33299999999999996,4.5,22,14,67.4,65.2,WESTERN_CONF,5
MichaelPorterJr,SF,22,DEN,11,4,25.6,5.9,11.0,.537,2.5,5.3,.466,3.5,5.7,.603,.649,1.5,1.8,.850,1.1,5.1,6.2,0.9,1.2,0.8,1.2,2.3,15.8,2021,8.3,15.4,3.4,7.4,4.9,8.0,2.2,2.6,1.5,7.1,8.7,1.3,1.7,1.1,1.7,3.2,22.2,11.4,21.2,4.7,10.2,6.7,11.0,3.0,3.5,2.1,9.8,11.9,1.8,2.3,1.6,2.3,4.4,30.5,124,109,22.1,.670,.479,.165,4.9,22.9,13.8,5.5,2.3,3.2,9.1,21.9,0.7,0.4,1.1,.186,4.6,-0.4,4.2,0.4,12,9,0.33299999999999996,4.5,22,14,67.4,65.2,WESTERN_CONF,5
NicolasBatum,SF,32,LAC,22,22,29.3,3.5,7.0,.503,2.2,4.7,.462,1.3,2.2,.592,.660,1.0,1.2,.846,0.9,3.8,4.7,2.5,1.1,0.3,0.7,1.8,10.2,2021,4.3,8.6,2.7,5.8,1.6,2.7,1.2,1.5,1.1,4.7,5.8,3.0,1.4,0.3,0.8,2.2,12.5,5.9,11.7,3.7,8.0,2.2,3.8,1.7,2.0,1.5,6.4,7.9,4.1,1.9,0.5,1.2,3.1,17.2,137,111,15.3,.681,.680,.170,3.4,14.6,9.1,11.3,1.9,0.9,8.4,12.4,1.6,0.7,2.3,.174,1.8,0.3,2.1,0.7,17,6,0.447,0.5,28,10,69.6,64.8,WESTERN_CONF,3
PatrickBeverley,PG,32,LAC,16,16,25.6,2.6,6.6,.400,1.8,4.4,.414,0.8,2.2,.371,.538,1.0,1.3,.762,1.3,3.2,4.4,2.1,1.0,0.8,0.8,3.5,8.1,2021,3.7,9.2,2.5,6.1,1.1,3.1,1.4,1.8,1.8,4.5,6.2,3.0,1.4,1.1,1.1,4.9,11.3,5.1,12.6,3.5,8.4,1.6,4.2,1.9,2.5,2.4,6.1,8.6,4.1,1.9,1.4,1.4,6.7,15.5,121,109,12.4,.565,.667,.200,5.6,13.9,9.8,10.9,1.9,2.7,9.5,13.7,0.6,0.5,1.1,.134,-0.7,0.3,-0.4,0.2,17,6,0.447,0.5,28,10,69.6,64.8,WESTERN_CONF,3
AmirCoffey,SG,23,LAC,16,0,5.7,0.6,1.6,.385,0.3,0.8,.333,0.4,0.9,.429,.462,0.1,0.4,.286,0.1,0.3,0.4,0.4,0.2,0.0,0.2,0.5,1.6,2021,4.0,10.3,1.6,4.7,2.4,5.5,0.8,2.8,0.8,2.0,2.8,2.4,1.2,0.0,1.2,3.2,10.3,5.4,14.1,2.2,6.5,3.3,7.6,1.1,3.8,1.1,2.7,3.8,3.3,1.6,0.0,1.6,4.3,14.1,94,114,5.8,.447,.462,.269,2.5,6.1,4.4,8.8,1.6,0.0,9.4,15.7,-0.1,0.1,0.0,.002,-5.2,-2.2,-7.4,-0.1,17,6,0.447,0.5,28,10,69.6,64.8,WESTERN_CONF,3
PaulGeorge,SF,30,LAC,20,20,34.0,8.4,16.6,.508,3.8,7.9,.478,4.7,8.7,.534,.621,3.8,4.2,.905,0.7,5.6,6.2,5.5,1.2,0.5,3.6,2.3,24.4,2021,8.9,17.5,4.0,8.3,4.9,9.2,4.0,4.4,0.7,5.9,6.6,5.8,1.3,0.5,3.8,2.4,25.8,12.2,24.0,5.4,11.4,6.8,12.6,5.5,6.1,0.9,8.1,9.0,7.9,1.7,0.7,5.2,3.3,35.4,119,110,23.5,.662,.474,.254,2.2,18.2,10.4,26.0,1.7,1.2,16.4,28.7,1.9,0.8,2.8,.194,5.7,-0.4,5.4,1.3,17,6,0.447,0.5,28,10,69.6,64.8,WESTERN_CONF,3
