player_season_team,PLAYER,POS,AGE,TEAM,G,GS,MP,FG_per_game,FGA_per_game,FG%,3P_per_game,3PA_per_game,3P%,2P_per_game,2PA_per_game,2P%,EFG%_per_game,FT_per_game,FTA_per_game,FT%,ORB_per_game,DRB_per_game,TRB_per_game,AST_per_game,STL_per_game,BLK_per_game,TOV_per_game,PF_per_game,PTS_per_game,SEASON,FG_per_36min,FGA_per_36min,3P_per_36min,3PA_per_36min,2P_per_36min,2PA_per_36min,FT_per_36min,FTA_per_36min,ORB_per_36min,DRB_per_36min,TRB_per_36min,AST_per_36min,STL_per_36min,BLK_per_36min,TOV_per_36min,PF_per_36min,PTS_per_36min,FG_per_100poss,FGA_per_100poss,3P_per_100poss,3PA_per_100poss,2P_per_100poss,2PA_per_100poss,FT_per_100poss,FTA_per_100poss,ORB_per_100poss,DRB_per_100poss,TRB_per_100poss,AST_per_100poss,STL_per_100poss,BLK_per_100poss,TOV_per_100poss,PF_per_100poss,PTS_per_100poss,ORTG_per_100poss,DRTG_per_100poss,PER_advanced,TS%_advanced,3PAR_advanced,FTR_advanced,ORB%_advanced,DRB%_advanced,TRB%_advanced,AST%_advanced,STL%_advanced,BLK%_advanced,TOV%_advanced,USG%_advanced,OWS_advanced,DWS_advanced,WS_advanced,WS/48_advanced,OBPM_advanced,DBPM_advanced,BPM_advanced,VORP_advanced
CameronPayne_2021_PHO,CameronPayne,PG,26,PHO,13,0,17.5,2.5,5.5,.458,0.8,2.2,.379,1.7,3.3,.512,.535,0.7,0.7,1.000,0.2,2.0,2.2,3.9,0.6,0.2,1.2,2.2,6.6,2021,5.2,11.4,1.7,4.6,3.5,6.8,1.4,1.4,0.3,4.1,4.4,8.1,1.3,0.5,2.5,4.4,13.6,7.2,15.6,2.4,6.3,4.8,9.3,2.0,2.0,0.4,5.6,6.1,11.1,1.7,0.7,3.5,6.1,18.7,113,108,14.1,.566,.403,.125,1.0,12.4,6.8,33.0,1.7,1.2,17.4,18.0,0.3,0.3,0.6,.126,-0.5,1.5,0.9,0.2
ElfridPayton_2021_NYK,ElfridPayton,PG,26,NYK,23,23,28.1,4.8,11.3,.425,0.5,1.9,.250,4.3,9.4,.461,.446,1.5,2.1,.729,1.2,2.5,3.7,3.6,0.6,0.2,2.0,2.1,11.7,2021,6.2,14.5,0.6,2.5,5.6,12.1,2.0,2.7,1.6,3.2,4.8,4.6,0.8,0.3,2.5,2.7,14.9,8.6,20.3,0.9,3.4,7.8,16.9,2.7,3.7,2.2,4.5,6.7,6.5,1.1,0.4,3.5,3.8,20.9,98,113,10.9,.475,.169,.184,4.6,9.3,7.0,20.7,1.1,0.8,13.8,22.3,-0.4,0.6,0.2,.013,-2.7,-1.3,-4.0,-0.3
ReggiePerry_2021_BRK,ReggiePerry,PF,20,BRK,14,0,10.5,1.5,3.6,.412,0.1,0.9,.167,1.4,2.8,.487,.431,0.4,0.6,.667,1.2,2.4,3.6,0.9,0.1,0.4,0.8,1.9,3.6,2021,5.1,12.5,0.5,2.9,4.7,9.6,1.5,2.2,4.2,8.3,12.5,2.9,0.5,1.2,2.7,6.6,12.2,6.7,16.4,0.6,3.8,6.1,12.5,1.9,2.9,5.5,10.9,16.4,3.8,0.6,1.6,3.5,8.7,16.0,99,112,9.8,.455,.235,.176,13.7,23.8,19.1,10.8,0.6,2.8,16.7,19.3,-0.1,0.1,0.1,.021,-5.2,-1.6,-6.8,-0.2
TheoPinson_2021_NYK,TheoPinson,SG,25,NYK,7,0,2.4,0.1,0.9,.167,0.0,0.7,.000,0.1,0.1,1.000,.167,0.0,0.0,,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.3,0.3,2021,2.1,12.7,0.0,10.6,2.1,2.1,0.0,0.0,0.0,2.1,2.1,0.0,0.0,0.0,0.0,4.2,4.2,3.0,17.7,0.0,14.8,3.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,5.9,5.9,38,116,-8.6,.167,.833,.000,0.0,6.1,3.1,0.0,0.0,0.0,0.0,15.6,-0.1,0.0,-0.1,-0.223,-12.7,-3.7,-16.4,-0.1
MasonPlumlee_2021_DET,MasonPlumlee,C,30,DET,22,22,26.2,3.8,6.6,.572,0.0,0.2,.000,3.8,6.4,.593,.572,1.9,2.6,.724,3.0,5.7,8.7,2.9,0.9,0.5,2.0,3.5,9.5,2021,5.2,9.0,0.0,0.3,5.2,8.7,2.6,3.6,4.2,7.8,12.0,3.9,1.2,0.7,2.7,4.8,13.0,7.0,12.2,0.0,0.4,7.0,11.8,3.5,4.9,5.7,10.6,16.2,5.3,1.7,1.0,3.7,6.5,17.6,117,110,16.6,.610,.034,.400,12.1,25.0,18.2,17.3,1.7,2.0,20.5,15.9,0.9,0.7,1.6,.131,-0.9,0.8,-0.1,0.3
JakobPoeltl_2021_SAS,JakobPoeltl,C,25,SAS,22,4,20.8,2.8,4.5,.616,0.0,0.0,0.0,2.8,4.5,.616,.616,0.4,1.4,.258,3.0,3.3,6.3,1.9,0.5,1.2,1.0,2.0,5.9,2021,4.8,7.8,0.0,0.0,4.8,7.8,0.6,2.4,5.2,5.8,10.9,3.3,0.9,2.1,1.8,3.4,10.2,6.4,10.4,0.0,0.0,6.4,10.4,0.8,3.2,6.9,7.6,14.5,4.4,1.3,2.8,2.4,4.5,13.6,120,109,16.8,.577,.000,.313,14.5,17.0,15.7,12.5,1.3,5.0,17.0,12.7,0.7,0.6,1.3,.140,-0.6,0.7,0.0,0.2
VincentPoirier_2021_PHI,VincentPoirier,C,27,PHI,4,0,4.5,0.3,0.8,.333,0.0,0.0,0.0,0.3,0.8,.333,.333,0.5,1.0,.500,0.5,0.5,1.0,0.3,0.0,0.5,0.3,0.3,1.0,2021,2.0,6.0,0.0,0.0,2.0,6.0,4.0,8.0,4.0,4.0,8.0,2.0,0.0,4.0,2.0,2.0,8.0,2.6,7.9,0.0,0.0,2.6,7.9,5.3,10.5,5.3,5.3,10.5,2.6,0.0,5.3,2.6,2.6,10.5,97,108,10.4,.420,.000,1.333,12.4,11.7,12.1,6.9,0.0,9.7,17.4,13.5,0.0,0.0,0.0,.042,-4.0,0.1,-3.8,0.0
AleksejPokusevski_2021_OKC,AleksejPokusevski,PF,19,OKC,17,0,17.4,1.4,5.5,.247,0.6,3.3,.179,0.8,2.2,.351,.301,0.0,0.0,,0.3,3.2,3.5,1.2,0.5,1.1,1.3,0.9,3.3,2021,2.8,11.3,1.2,6.8,1.6,4.5,0.0,0.0,0.6,6.7,7.3,2.6,1.0,2.3,2.7,1.9,6.8,3.7,14.8,1.6,8.9,2.1,5.9,0.0,0.0,0.8,8.8,9.6,3.4,1.3,3.0,3.5,2.6,8.9,61,108,2.5,.301,.602,.000,1.8,19.0,10.5,9.7,1.3,5.5,19.1,16.9,-1.2,0.4,-0.8,-0.133,-7.5,0.3,-7.2,-0.4
JordanPoole_2021_GSW,JordanPoole,SG,21,GSW,15,0,9.5,1.7,4.1,.426,0.9,2.6,.333,0.9,1.5,.591,.533,1.2,1.3,.947,0.1,1.1,1.2,0.9,0.2,0.1,0.5,0.9,5.5,2021,6.5,15.4,3.3,9.8,3.3,5.5,4.5,4.8,0.5,4.0,4.5,3.3,0.8,0.5,2.0,3.5,20.9,8.5,19.8,4.2,12.7,4.2,7.2,5.9,6.2,0.7,5.2,5.9,4.2,1.0,0.7,2.6,4.6,27.0,113,113,14.8,.598,.639,.311,1.5,11.5,6.5,13.6,1.0,1.3,10.3,22.8,0.2,0.1,0.3,.105,0.2,-0.8,-0.6,0.1
MichaelPorterJr_2021_DEN,MichaelPorterJr,SF,22,DEN,11,4,25.6,5.9,11.0,.537,2.5,5.3,.466,3.5,5.7,.603,.649,1.5,1.8,.850,1.1,5.1,6.2,0.9,1.2,0.8,1.2,2.3,15.8,2021,8.3,15.4,3.4,7.4,4.9,8.0,2.2,2.6,1.5,7.1,8.7,1.3,1.7,1.1,1.7,3.2,22.2,11.4,21.2,4.7,10.2,6.7,11.0,3.0,3.5,2.1,9.8,11.9,1.8,2.3,1.6,2.3,4.4,30.5,124,109,22.1,.670,.479,.165,4.9,22.9,13.8,5.5,2.3,3.2,9.1,21.9,0.7,0.4,1.1,.186,4.6,-0.4,4.2,0.4
OttoPorter_2021_CHI,OttoPorter,SF,27,CHI,16,6,23.3,4.0,9.0,.444,1.8,4.4,.400,2.3,4.6,.486,.542,1.9,2.3,.833,1.3,5.0,6.3,2.0,0.6,0.2,0.9,1.6,11.6,2021,6.2,13.9,2.7,6.8,3.5,7.2,2.9,3.5,1.9,7.7,9.7,3.1,0.9,0.3,1.5,2.4,18.0,8.0,18.0,3.5,8.8,4.5,9.3,3.8,4.5,2.5,10.0,12.5,4.0,1.1,0.4,1.9,3.1,23.3,118,113,16.5,.582,.486,.250,6.1,23.6,15.0,12.2,1.1,0.7,8.6,19.8,0.7,0.3,1.0,.124,1.5,-1.1,0.3,0.2
BobbyPortis_2021_MIL,BobbyPortis,C,25,MIL,22,1,21.7,4.9,8.9,.554,1.0,2.1,.489,3.9,6.7,.574,.613,0.7,1.0,.696,2.1,5.4,7.5,1.2,0.9,0.5,0.9,1.9,11.6,2021,8.1,14.7,1.7,3.5,6.4,11.1,1.2,1.7,3.5,8.9,12.4,2.0,1.5,0.8,1.4,3.2,19.2,10.6,19.2,2.3,4.6,8.4,14.6,1.6,2.3,4.5,11.6,16.1,2.6,2.0,1.0,1.9,4.1,25.1,125,107,21.0,.622,.241,.118,10.4,25.0,17.9,7.6,2.0,1.9,8.5,19.5,1.2,0.7,1.9,.195,2.5,-0.4,2.1,0.5
KristapsPorziis_2021_DAL,KristapsPorziis,C,25,DAL,12,12,30.3,7.6,16.5,.460,2.1,6.4,.325,5.5,10.1,.545,.523,2.3,2.8,.848,1.8,6.4,8.2,1.2,0.3,1.6,1.3,3.1,19.6,2021,9.0,19.6,2.5,7.6,6.5,12.0,2.8,3.3,2.1,7.6,9.7,1.4,0.4,1.9,1.5,3.7,23.2,12.1,26.4,3.3,10.3,8.8,16.1,3.7,4.4,2.8,10.3,13.1,1.9,0.5,2.5,2.0,4.9,31.3,108,111,19.2,.553,.389,.167,6.2,23.0,14.5,6.7,0.5,4.9,6.6,27.4,0.3,0.4,0.7,.093,1.3,-1.0,0.3,0.2
DwightPowell_2021_DAL,DwightPowell,C,29,DAL,13,6,18.2,1.4,2.9,.474,0.1,0.5,.143,1.3,2.4,.548,.487,1.8,2.7,.657,1.0,2.7,3.7,1.1,1.0,0.5,0.8,2.6,4.6,2021,2.7,5.8,0.2,1.1,2.6,4.7,3.5,5.3,2.0,5.3,7.3,2.1,2.0,0.9,1.5,5.2,9.1,3.7,7.8,0.2,1.4,3.5,6.4,4.7,7.2,2.7,7.2,9.8,2.9,2.7,1.2,2.0,7.0,12.3,113,110,11.2,.562,.184,.921,5.9,16.0,10.9,7.9,2.7,2.4,15.8,11.7,0.2,0.3,0.5,.095,-3.4,1.5,-1.9,0.0
NormanPowell_2021_TOR,NormanPowell,SG,27,TOR,20,9,26.6,4.9,11.2,.438,2.3,5.5,.418,2.6,5.7,.456,.540,2.8,3.3,.862,0.3,2.3,2.6,1.4,1.1,0.2,1.3,1.9,14.9,2021,6.6,15.2,3.1,7.4,3.5,7.7,3.8,4.4,0.3,3.1,3.5,1.8,1.5,0.3,1.8,2.5,20.2,8.8,20.2,4.1,9.9,4.7,10.3,5.0,5.9,0.5,4.1,4.6,2.4,2.0,0.4,2.3,3.3,26.8,112,113,14.5,.590,.491,.290,1.0,9.8,5.2,7.9,2.0,0.8,9.3,22.3,0.6,0.5,1.1,.095,-0.5,-0.5,-1.0,0.1
TaureanPrince_2021_TOT,TaureanPrince,PF,26,TOT,22,8,22.0,2.7,7.0,.390,1.5,3.7,.395,1.3,3.3,.384,.494,1.9,2.2,.857,0.4,3.1,3.5,1.8,0.8,0.7,1.1,1.9,8.8,2021,4.5,11.5,2.4,6.0,2.1,5.4,3.1,3.6,0.7,5.1,5.8,3.0,1.3,1.2,1.9,3.0,14.4,6.0,15.4,3.2,8.1,2.8,7.3,4.2,4.9,0.9,6.9,7.8,4.0,1.8,1.6,2.5,4.1,19.4,108,111,12.6,.553,.526,.318,2.0,15.5,8.9,11.7,1.8,2.9,12.5,17.9,0.3,0.5,0.8,.078,-1.2,0.1,-1.1,0.1
TaureanPrince_2021_BRK,TaureanPrince,PF,26,BRK,12,4,18.2,2.5,6.2,.405,1.1,3.1,.351,1.4,3.1,.459,.493,2.0,2.3,.889,0.2,2.7,2.8,0.6,0.7,0.7,0.9,1.8,8.1,2021,5.0,12.2,2.1,6.1,2.8,6.1,4.0,4.5,0.3,5.3,5.6,1.2,1.3,1.3,1.8,3.5,16.0,6.5,16.0,2.8,8.0,3.7,8.0,5.2,5.8,0.4,6.9,7.4,1.5,1.7,1.7,2.4,4.5,21.0,105,112,11.8,.565,.500,.365,1.1,15.1,8.6,4.2,1.7,3.0,11.4,19.1,0.1,0.2,0.3,.058,-2.7,-0.2,-2.9,0.0
TaureanPrince_2021_CLE,TaureanPrince,PF,26,CLE,10,4,26.6,3.0,8.0,.375,1.9,4.4,.432,1.1,3.6,.306,.494,1.8,2.2,.818,0.7,3.7,4.4,3.3,1.0,0.8,1.4,2.0,9.7,2021,4.1,10.8,2.6,6.0,1.5,4.9,2.4,3.0,0.9,5.0,6.0,4.5,1.4,1.1,1.9,2.7,13.1,5.6,14.8,3.5,8.2,2.0,6.7,3.3,4.1,1.3,6.9,8.2,6.1,1.9,1.5,2.6,3.7,18.0,110,110,13.3,.541,.550,.275,2.8,15.7,9.1,17.9,1.9,2.7,13.5,16.9,0.2,0.3,0.5,.095,0.1,0.4,0.5,0.2
PaytonPritchard_2021_BOS,PaytonPritchard,SG,23,BOS,15,0,20.9,2.9,5.9,.500,1.3,2.9,.442,1.7,3.0,.556,.608,0.6,0.7,.900,0.5,1.9,2.3,2.5,0.9,0.3,1.5,1.7,7.7,2021,5.1,10.1,2.2,4.9,2.9,5.2,1.0,1.2,0.8,3.2,4.0,4.4,1.5,0.6,2.5,3.0,13.3,6.8,13.6,2.9,6.7,3.9,7.0,1.4,1.5,1.1,4.3,5.4,5.9,2.0,0.8,3.4,4.0,18.0,114,112,13.2,.628,.489,.114,2.5,10.0,6.2,16.6,2.0,1.4,19.2,15.6,0.4,0.3,0.6,.099,-0.9,0.0,-0.9,0.1
ImmanuelQuickley_2021_NYK,ImmanuelQuickley,PG,21,NYK,19,0,19.3,4.1,9.9,.410,1.6,4.4,.369,2.4,5.5,.442,.492,2.6,2.8,.926,0.4,1.9,2.3,2.7,0.4,0.4,1.1,2.2,12.4,2021,7.6,18.4,3.0,8.2,4.5,10.2,4.9,5.3,0.7,3.6,4.3,5.0,0.8,0.8,2.1,4.0,23.1,10.5,25.7,4.2,11.5,6.3,14.2,6.8,7.4,1.0,5.1,6.0,7.0,1.1,1.1,2.9,5.6,32.2,114,111,18.4,.555,.447,.287,2.0,10.5,6.3,23.8,1.1,2.1,9.0,28.0,0.7,0.4,1.0,.136,2.3,-0.2,2.1,0.4
JahmiusRamsey_2021_SAC,JahmiusRamsey,SG,19,SAC,4,0,4.0,0.5,1.0,.500,0.3,0.8,.333,0.3,0.3,1.000,.625,0.0,0.0,,0.0,1.0,1.0,0.3,0.0,0.3,0.3,0.0,1.3,2021,4.5,9.0,2.3,6.8,2.3,2.3,0.0,0.0,0.0,9.0,9.0,2.3,0.0,2.3,2.3,0.0,11.3,6.0,12.0,3.0,9.0,3.0,3.0,0.0,0.0,0.0,12.0,12.0,3.0,0.0,3.0,3.0,0.0,15.0,102,116,11.6,.625,.750,.000,0.0,27.8,13.7,8.5,0.0,5.4,20.0,13.3,0.0,0.0,0.0,.022,-2.0,-1.9,-3.9,0.0
JuliusRandle_2021_NYK,JuliusRandle,PF,26,NYK,23,23,36.7,7.9,16.7,.475,1.6,4.0,.396,6.3,12.7,.500,.522,5.2,6.5,.805,1.4,9.5,10.9,6.0,0.8,0.2,3.4,3.3,22.6,2021,7.8,16.3,1.5,3.9,6.2,12.4,5.1,6.3,1.4,9.3,10.7,5.9,0.8,0.2,3.3,3.3,22.2,10.8,22.8,2.1,5.4,8.7,17.4,7.1,8.9,2.0,13.0,14.9,8.2,1.1,0.2,4.6,4.6,30.9,112,107,20.5,.580,.238,.389,4.1,26.8,15.6,28.3,1.1,0.5,14.8,27.5,1.4,1.2,2.7,.151,3.1,1.1,4.1,1.3
CamReddish_2021_ATL,CamReddish,SF,21,ATL,18,13,28.7,3.8,10.6,.361,1.3,5.0,.256,2.6,5.6,.455,.421,2.4,3.0,.815,0.8,3.4,4.2,1.3,1.2,0.2,1.5,2.6,11.4,2021,4.8,13.3,1.6,6.3,3.2,7.0,3.1,3.8,1.0,4.3,5.3,1.6,1.5,0.3,1.9,3.2,14.3,6.5,17.9,2.2,8.5,4.3,9.5,4.1,5.1,1.4,5.7,7.1,2.2,2.1,0.4,2.5,4.3,19.3,96,111,8.5,.477,.471,.283,3.1,12.3,7.8,6.6,2.1,0.7,11.2,19.8,-0.4,0.6,0.2,.017,-3.7,-0.5,-4.2,-0.3
JJRedick_2021_NOP,JJRedick,SG,36,NOP,18,0,19.7,2.4,6.9,.352,1.7,5.1,.326,0.8,1.8,.424,.472,1.7,1.7,1.000,0.1,1.5,1.6,1.2,0.3,0.0,0.7,1.3,8.2,2021,4.5,12.7,3.1,9.4,1.4,3.4,3.1,3.1,0.2,2.7,2.9,2.2,0.5,0.0,1.3,2.4,15.1,6.0,17.1,4.1,12.6,1.9,4.5,4.1,4.1,0.3,3.7,4.0,3.0,0.7,0.0,1.8,3.3,20.2,109,118,9.0,.535,.736,.240,0.6,8.3,4.4,8.5,0.7,0.0,8.6,18.1,0.2,0.1,0.3,.045,-2.0,-1.8,-3.7,-0.1
PaulReed_2021_PHI,PaulReed,PF,21,PHI,5,0,11.0,1.8,4.4,.409,0.0,0.6,.000,1.8,3.8,.474,.409,0.0,0.0,,1.4,0.6,2.0,0.6,0.2,0.8,1.0,0.8,3.6,2021,5.9,14.4,0.0,2.0,5.9,12.4,0.0,0.0,4.6,2.0,6.5,2.0,0.7,2.6,3.3,2.6,11.8,7.7,18.9,0.0,2.6,7.7,16.3,0.0,0.0,6.0,2.6,8.6,2.6,0.9,3.4,4.3,3.4,15.5,86,110,8.6,.409,.136,.000,14.2,5.8,9.9,7.9,0.9,6.3,18.5,20.7,-0.1,0.1,-0.1,-0.046,-6.1,-2.0,-8.1,-0.1
NazReid_2021_MIN,NazReid,C,21,MIN,20,11,22.5,4.6,8.6,.532,1.2,2.8,.411,3.4,5.8,.591,.599,1.9,2.5,.755,1.4,3.9,5.2,1.3,0.6,1.4,1.3,3.3,12.1,2021,7.3,13.7,1.8,4.5,5.5,9.2,3.0,3.9,2.2,6.2,8.3,2.0,1.0,2.2,2.0,5.2,19.4,9.6,18.1,2.4,5.9,7.2,12.2,3.9,5.2,2.9,8.1,11.0,2.6,1.3,3.0,2.6,6.9,25.6,118,111,18.5,.628,.327,.287,6.1,19.1,12.3,9.0,1.3,5.1,11.5,20.4,0.8,0.5,1.3,.137,-0.2,0.2,0.1,0.2
NickRichards_2021_CHO,NickRichards,PF,23,CHO,6,0,2.2,0.3,0.3,1.000,0.0,0.0,0.0,0.3,0.3,1.000,1.000,0.5,0.7,.750,0.2,0.5,0.7,0.0,0.0,0.0,0.0,0.3,1.2,2021,5.5,5.5,0.0,0.0,5.5,5.5,8.3,11.1,2.8,8.3,11.1,0.0,0.0,0.0,0.0,5.5,19.4,7.4,7.4,0.0,0.0,7.4,7.4,11.2,14.9,3.7,11.2,14.9,0.0,0.0,0.0,0.0,7.4,26.1,196,114,22.9,.931,.000,2.000,8.0,25.6,16.5,0.0,0.0,0.0,0.0,12.3,0.1,0.0,0.1,.311,3.0,-0.7,2.2,0.0
JoshRichardson_2021_DAL,JoshRichardson,SG,27,DAL,14,14,31.9,4.5,11.2,.401,1.5,5.5,.273,3.0,5.7,.525,.468,2.0,2.1,.933,1.1,1.9,3.0,2.0,1.0,0.3,1.2,3.1,12.5,2021,5.1,12.6,1.7,6.2,3.4,6.4,2.3,2.4,1.3,2.1,3.4,2.3,1.1,0.3,1.4,3.5,14.1,6.8,17.1,2.3,8.4,4.6,8.7,3.0,3.3,1.7,2.8,4.6,3.0,1.5,0.4,1.8,4.7,19.0,104,116,10.1,.514,.490,.191,3.8,6.3,5.1,9.1,1.5,0.8,9.1,18.4,0.1,0.2,0.3,.032,-2.3,-1.6,-3.9,-0.2
AustinRivers_2021_NYK,AustinRivers,SG,28,NYK,17,2,24.2,3.3,7.5,.438,1.6,4.3,.384,1.6,3.2,.509,.547,0.4,0.6,.700,0.3,2.2,2.5,2.2,0.7,0.0,1.2,1.7,8.6,2021,4.9,11.2,2.4,6.4,2.4,4.8,0.6,0.9,0.4,3.3,3.8,3.3,1.0,0.0,1.8,2.5,12.8,6.8,15.6,3.4,8.9,3.4,6.7,0.9,1.2,0.6,4.6,5.2,4.6,1.5,0.0,2.6,3.5,17.9,105,112,10.1,.555,.570,.078,1.3,9.6,5.5,14.0,1.5,0.0,13.7,16.4,0.1,0.4,0.5,.058,-1.9,-0.7,-2.6,-0.1
DuncanRobinson_2021_MIA,DuncanRobinson,SF,26,MIA,22,22,33.3,4.1,9.7,.427,3.4,8.3,.404,0.8,1.4,.567,.601,1.4,1.6,.861,0.0,3.6,3.7,1.7,0.4,0.3,1.6,2.0,13.0,2021,4.5,10.5,3.6,9.0,0.8,1.5,1.5,1.8,0.0,3.9,4.0,1.8,0.4,0.3,1.7,2.2,14.1,6.0,14.1,4.9,12.1,1.1,2.0,2.1,2.4,0.1,5.3,5.4,2.5,0.6,0.5,2.3,3.0,19.0,108,115,9.7,.627,.859,.169,0.2,11.6,6.2,7.5,0.6,1.0,13.3,16.0,0.3,0.5,0.8,.052,-0.7,-1.4,-2.1,0.0
GlennRobinsonIII_2021_SAC,GlennRobinsonIII,SF,27,SAC,16,0,16.3,2.0,4.7,.427,0.9,2.3,.417,1.1,2.4,.436,.527,1.0,1.1,.889,0.3,1.3,1.6,1.0,0.1,0.1,0.4,0.9,5.9,2021,4.4,10.4,2.1,5.0,2.4,5.4,2.2,2.5,0.7,2.9,3.6,2.2,0.1,0.1,0.8,2.1,13.2,5.9,13.8,2.8,6.6,3.1,7.2,3.0,3.3,0.9,3.9,4.8,3.0,0.2,0.2,1.1,2.8,17.5,118,124,9.9,.573,.480,.240,2.1,9.0,5.5,8.3,0.2,0.3,6.7,14.6,0.3,-0.1,0.2,.042,-0.9,-3.2,-4.1,-0.1
JeromeRobinson_2021_WAS,JeromeRobinson,SG,23,WAS,11,3,19.8,2.0,6.1,.328,0.8,2.8,.290,1.2,3.3,.361,.396,1.4,1.5,.882,0.2,2.8,3.0,1.6,0.5,0.2,1.0,1.9,6.2,2021,3.6,11.1,1.5,5.1,2.1,5.9,2.5,2.8,0.3,5.1,5.4,3.0,1.0,0.3,1.8,3.5,11.2,4.7,14.2,1.9,6.6,2.8,7.6,3.2,3.6,0.4,6.6,7.0,3.8,1.3,0.4,2.3,4.5,14.4,92,117,6.3,.456,.463,.254,0.9,16.2,8.1,10.7,1.3,0.8,12.9,16.2,-0.2,0.1,-0.1,-0.030,-5.3,-1.7,-7.0,-0.3
MitchellRobinson_2021_NYK,MitchellRobinson,C,22,NYK,23,23,28.8,4.0,6.1,.657,0.0,0.0,0.0,4.0,6.1,.657,.657,0.9,1.7,.500,3.8,4.4,8.2,0.4,1.1,1.6,0.7,2.8,8.9,2021,5.0,7.6,0.0,0.0,5.0,7.6,1.1,2.2,4.7,5.5,10.2,0.5,1.4,2.0,0.9,3.5,11.1,7.0,10.6,0.0,0.0,7.0,10.6,1.5,3.0,6.6,7.7,14.3,0.8,1.9,2.8,1.2,4.9,15.5,133,106,18.3,.647,.000,.286,13.9,15.8,14.9,2.3,1.9,5.5,9.2,11.6,1.5,1.1,2.6,.187,0.1,0.9,1.0,0.5
IsaiahRoby_2021_OKC,IsaiahRoby,PF,22,OKC,18,8,20.1,3.4,6.3,.535,0.5,1.6,.310,2.9,4.7,.612,.575,1.3,1.8,.719,1.5,3.2,4.7,1.3,0.7,0.7,1.1,2.3,8.6,2021,6.1,11.4,0.9,2.9,5.2,8.5,2.3,3.2,2.7,5.7,8.4,2.3,1.2,1.2,1.9,4.2,15.4,8.0,14.9,1.2,3.8,6.8,11.1,3.0,4.2,3.5,7.5,11.0,3.0,1.6,1.6,2.5,5.5,20.2,115,110,15.8,.601,.254,.281,7.9,16.2,12.1,9.9,1.6,2.9,12.9,17.7,0.5,0.4,0.9,.119,-1.5,0.0,-1.5,0.0
RajonRondo_2021_ATL,RajonRondo,PG,34,ATL,13,2,15.5,1.4,4.0,.346,0.6,1.9,.320,0.8,2.1,.370,.423,0.1,0.2,.500,0.3,2.2,2.5,4.0,0.6,0.1,1.4,0.9,3.5,2021,3.2,9.3,1.4,4.5,1.8,4.8,0.2,0.4,0.7,5.0,5.7,9.3,1.4,0.2,3.2,2.1,8.0,4.3,12.5,1.9,6.0,2.4,6.5,0.2,0.5,1.0,6.7,7.7,12.5,1.9,0.2,4.3,2.9,10.8,96,111,9.3,.425,.481,.038,2.1,14.5,8.3,35.6,1.9,0.4,25.4,14.9,-0.1,0.2,0.1,.024,-2.9,-0.3,-3.2,-0.1
DerrickRose_2021_DET,DerrickRose,PG,32,DET,15,0,22.8,5.3,12.3,.429,0.9,2.6,.333,4.4,9.7,.455,.465,2.8,3.3,.840,0.4,1.5,1.9,4.2,1.2,0.3,1.9,1.1,14.2,2021,8.3,19.4,1.4,4.1,6.9,15.3,4.4,5.3,0.6,2.4,3.1,6.6,1.9,0.4,3.1,1.8,22.4,11.3,26.2,1.9,5.6,9.4,20.7,6.0,7.1,0.9,3.3,4.1,9.0,2.6,0.6,4.1,2.4,30.3,104,113,17.4,.517,.212,.272,1.8,7.8,4.6,33.9,2.6,1.1,12.3,29.4,0.1,0.3,0.4,.059,1.2,-0.8,0.4,0.2
TerrenceRoss_2021_ORL,TerrenceRoss,SG,29,ORL,22,0,28.0,4.8,11.6,.416,1.7,5.1,.336,3.1,6.5,.479,.490,2.4,2.7,.898,0.3,2.5,2.8,1.9,1.1,0.4,1.6,2.0,13.8,2021,6.2,14.9,2.2,6.6,4.0,8.3,3.1,3.5,0.4,3.2,3.6,2.5,1.4,0.5,2.1,2.6,17.7,8.4,20.1,3.0,8.9,5.4,11.2,4.2,4.7,0.5,4.3,4.8,3.3,1.9,0.6,2.8,3.5,23.9,103,113,12.2,.539,.443,.231,1.0,9.8,5.2,10.7,1.9,1.2,11.4,21.9,0.1,0.5,0.6,.045,-1.6,-1.0,-2.7,-0.1
TerryRozier_2021_CHO,TerryRozier,SG,26,CHO,21,21,33.1,6.7,14.4,.464,3.1,7.4,.426,3.5,7.0,.503,.573,1.9,2.6,.727,0.6,3.4,4.0,2.9,1.4,0.4,1.7,2.0,18.4,2021,7.3,15.6,3.4,8.0,3.8,7.6,2.1,2.8,0.6,3.7,4.3,3.2,1.5,0.5,1.8,2.1,20.0,9.7,21.0,4.6,10.8,5.2,10.2,2.8,3.8,0.8,4.9,5.8,4.2,2.0,0.6,2.4,2.9,26.9,112,113,15.9,.592,.513,.182,1.8,11.4,6.4,13.9,2.0,1.3,9.7,22.2,0.8,0.6,1.4,.093,1.7,-0.9,0.8,0.5
